@relation data1

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute class {Negative,Positive}

@data
0.040404,0,0.333333,0.666667,0.051724,0.1,0.1,0.1,0.1,0.2,0.1,0.148426,0.06622,0.087431,0.173521,0.089178,0.266513,0,0.01799,0.015855,0.000969,0.016883,0.000727,0.040405,0.06622,0.06622,0.06622,0.148426,Negative
0.262626,0,0.5,0.666667,0.172414,0.2,0.2,0.2,0.2,0.2,0.2,0.3137,0.247655,0.180262,0.314496,0.246526,0.390028,0.011549,0.004161,0.008377,0.016114,0.014083,0.012338,0.262628,0.247655,0.247655,0.247655,0.3137,Negative
0.444444,1,0.333333,0.666667,0.310345,0.1,0.2,0.2,0.2,0.2,0.1,0.338651,0.107643,0.108211,0.201564,0.081034,0.261278,0.011824,0.001782,0.005822,0.000002,0.000914,0.00074,0.444446,0.107643,0.107643,0.107643,0.338651,Negative
0.20202,1,0.166667,0.333333,0.327586,0.2,0.2,0.2,0.2,0.2,0.2,0.329516,0.263117,0.169999,0.298257,0.225578,0.373315,0.009016,0.003206,0.006696,0.009662,0.014067,0.01897,0.202021,0.263117,0.263117,0.263117,0.329516,Negative
0.060606,1,0.833333,0.333333,0.086207,0.2,0.2,0.2,0.2,0.2,0.2,0.210225,0.133751,0.125083,0.195188,0.109309,0.282846,0.003264,0.002078,0.001674,0.002093,0.002579,0.001897,0.060611,0.133751,0.133751,0.133751,0.210225,Negative
0.060606,0,0.5,0.333333,0.741379,0.2,0.2,0.2,0.2,0.2,0.2,0.201548,0.125865,0.117485,0.204591,0.12622,0.297585,0.003434,0.001306,0.001897,0.002738,0.005723,0.003794,0.060608,0.125865,0.125865,0.125865,0.201548,Negative
0.373737,1,0.333333,0.333333,0.396552,0.1,0.1,0,0.1,0.2,0.1,0.147439,0.06622,0.086345,0.171913,0.11814,0.262131,0,0,0.01395,0.040758,0.003517,0.010775,0.373739,0.06622,0.06622,0.06622,0.147439,Negative
0.060606,1,0.5,0.333333,0.103448,0.2,0.2,0.2,0.2,0.2,0.4,0.201038,0.125735,0.121316,0.220355,0.147441,0.306688,0.003447,0.001838,0.002232,0.007407,0,0.004283,0.060609,0.125735,0.125735,0.125735,0.201038,Negative
0.171717,0,0.333333,0.333333,0.448276,0.2,0.2,0.2,0.2,0.2,0.2,0.22171,0.151623,0.138446,0.253148,0.206956,0.380455,0.006869,0.003562,0.00558,0.048309,0.070335,0.03794,0.171718,0.151623,0.151623,0.151623,0.22171,Negative
0.191919,1,0.166667,0.333333,0.189655,0,0,0,0,0,0,0.152306,0.082627,0.087997,0.17927,0.096159,0.265356,0.019805,0.001787,0.029303,0.02519,0.013354,0.023047,0.19192,0.082627,0.082627,0.082627,0.152306,Negative
0.040404,1,0.5,0.666667,0.413793,0.2,0.2,0.2,0.2,0.2,0.2,0.149829,0.070379,0.089094,0.165438,0.086755,0.26611,0.001259,0.000648,0.001228,0.00161,0.002345,0.001897,0.040407,0.070379,0.070379,0.070379,0.149829,Negative
0.111111,1,0.333333,0.666667,0.206897,0.2,0.2,0.2,0.2,0.2,0.2,0.26666,0.196144,0.149649,0.270819,0.169311,0.331195,0.005724,0.002969,0.005156,0.005153,0.007737,0.009485,0.111113,0.196144,0.196144,0.196144,0.26666,Negative
0.191919,1,0.166667,0.333333,0.241379,0.1,0.4,0.1,0.1,0.1,0.1,0.148264,0.066773,0.087383,0.160138,0.08254,0.261202,0,0.001123,0,0.003072,0.00068,0.005881,0.19192,0.066773,0.066773,0.066773,0.148264,Positive
0.040404,0,0.5,0.666667,0.103448,0.1,0.1,0.1,0.1,0.1,0.1,0.149307,0.075118,0.086743,0.180318,0.086903,0.270701,0.010732,0.000433,0.023909,0.010158,0.02966,0.011843,0.040406,0.075118,0.075118,0.075118,0.149307,Negative
0.363636,1,0.166667,0.666667,0.12069,0.1,0.1,0.1,0.1,0.1,0.1,0.14703,0.092694,0.084013,0.164233,0.086163,0.260979,0.073144,0,0.009703,0.008957,0,0.00664,0.363637,0.092694,0.092694,0.092694,0.14703,Negative
0.20202,1,0.166667,0.333333,0.189655,0.1,0.1,0.1,0.1,0.1,0.1,0.154129,0.06622,0.088668,0.164114,0.084833,0.264424,0,0.002512,0.004711,0.006797,0.01051,0.008157,0.202021,0.06622,0.06622,0.06622,0.154129,Negative
0.505051,0,0.5,0.666667,0.155172,0,0,0,0,0,0,0.147004,0.06622,0.086345,0.160138,0.080648,0.262338,0,0,0,0,0.004147,0,0.505052,0.06622,0.06622,0.06622,0.147004,Negative
0.040404,1,0.333333,0.666667,0.137931,0.2,0.2,0.4,0.2,0.2,0.2,0.173523,0.096462,0.102622,0.187963,0.111767,0.285512,0.004579,0,0.003348,0.006441,0.007034,0.007588,0.040406,0.096462,0.096462,0.096462,0.173523,Negative
0.414141,0,0.166667,0.333333,0.189655,0.2,0.2,0.2,0.2,0.2,0.2,0.200342,0.108984,0.100101,0.183453,0.105421,0.280178,0.001611,0.000835,0.001487,0.001551,0.002056,0.001897,0.414141,0.108984,0.108984,0.108984,0.200342,Negative
0.040404,0,0.5,0.333333,0.551724,0.2,0.2,0.2,0.2,0.2,0.2,0.190291,0.114188,0.10028,0.16923,0.090032,0.268086,0.002795,0.000991,0.000368,0.002161,0.000774,0.000816,0.040406,0.114188,0.114188,0.114188,0.190291,Negative
0.080808,1,0.166667,0.666667,0.051724,0.2,0.2,0.2,0.2,0.2,0.2,0.193571,0.085035,0.097787,0.179941,0.101249,0.277159,0.001516,0.000795,0.001828,0.001433,0.001789,0.001459,0.080809,0.085035,0.085035,0.085035,0.193571,Negative
0.333333,1,0.166667,0.333333,0.603448,0.1,0.1,0.1,0.1,0.2,0.2,0.151483,0.071344,0.093124,0.16825,0.086081,0.260979,0.006181,0.007334,0.009619,0,0,0,0.333334,0.071344,0.071344,0.071344,0.151483,Positive
0.121212,1,0.166667,0.333333,0.586207,0.2,0.2,0.2,0.2,0.2,0.2,0.258196,0.187757,0.158557,0.203888,0.125242,0.296005,0.005721,0.00353,0.001808,0.002614,0.00389,0.003318,0.121213,0.187757,0.187757,0.187757,0.258196,Negative
0.050505,0,0.333333,0.666667,0.051724,0.1,0.1,0.1,0.2,0.2,0.1,0.147259,0.067014,0.090101,0.164474,0.084499,0.261563,0.000957,0.004062,0.001116,0.000188,0.001782,0.019042,0.050506,0.067014,0.067014,0.067014,0.147259,Negative
0.232323,1,0.5,0.666667,0.172414,0.2,0.2,0.2,0.2,0.2,0,0.294902,0.168949,0.147506,0.218211,0.080648,0.260979,0.004553,0.002969,0.003348,0,0,0.210948,0.232326,0.168949,0.168949,0.168949,0.294902,Negative
0.111111,0,0.333333,0.666667,0.172414,0.5,0.5,0.4,0.4,0,0,0.24715,0.171112,0.143243,0.160104,0.08063,0.260965,0,0,0,0,0,0,0.111112,0.171112,0.171112,0.171112,0.24715,Negative
0.343434,0,0.166667,0.333333,0.327586,0.2,0.2,0.1,0.1,0.2,0.2,0.202444,0.072361,0.08669,0.17962,0.101374,0.273854,0.004751,0.000374,0.023327,0.008052,0.004689,0.005691,0.343434,0.072361,0.072361,0.072361,0.202444,Negative
0.020202,0,0.333333,0.666667,0.034483,0.2,0.2,0.2,0.2,0.2,0.2,0.170168,0.093068,0.102535,0.188621,0.110895,0.283857,0.00229,0.001187,0.001676,0.001791,0.002579,0.003794,0.020203,0.093068,0.093068,0.093068,0.170168,Negative
0.474747,1,0.333333,0.666667,0.465517,0.1,0.1,0.1,0.1,0.1,0.1,0.148709,0.067165,0.088347,0.167317,0.082368,0.493689,0.001145,0.002168,0.008511,0.002802,0.70997,0.037197,0.474749,0.067165,0.067165,0.067165,0.148709,Negative
0.050505,1,0.5,0.666667,0.12069,0.1,0.1,0.2,0.2,0.2,0.2,0.14687,0.107885,0.110943,0.200628,0.118818,0.290979,0.100514,0.001187,0.001749,0.002126,0.003517,0.003794,0.050508,0.107885,0.107885,0.107885,0.14687,Negative
0.040404,1,0.5,0.333333,0.413793,0.4,0.2,0.2,0.2,0.2,0.2,0.188674,0.099906,0.095264,0.174255,0.095817,0.272849,0.001455,0.000737,0.000762,0.00113,0.001297,0.001372,0.040407,0.099906,0.099906,0.099906,0.188674,Positive
0.060606,0,0.166667,0.666667,0.12069,0.3,0.5,0.4,0.4,0.2,0.2,0.210766,0.133468,0.125846,0.225452,0.110345,0.283557,0,0.001662,0,0.001932,0.002813,0.002276,0.060606,0.133468,0.133468,0.133468,0.210766,Negative
0.020202,0,0.5,0.333333,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.146864,0.066591,0.086559,0.160505,0.081035,0.261278,0.000446,0.000232,0.000435,0.000628,0.000914,0.004001,0.020204,0.066591,0.066591,0.066591,0.146864,Negative
0.111111,1,0.5,0.666667,0.448276,0.1,0.2,0.2,0.1,0.1,0.1,0.15298,0.070531,0.088206,0.160571,0.080983,0.261501,0.002664,0.000643,0.000558,0.000564,0.001641,0.000949,0.111114,0.070531,0.070531,0.070531,0.15298,Negative
0.040404,0,0.833333,0.666667,0.206897,0.2,0.2,0.2,0.2,0.2,0.2,0.188483,0.098338,0.103503,0.189278,0.109309,0.282102,0.001832,0.00095,0.001339,0.001932,0.002345,0.001844,0.040408,0.098338,0.098338,0.098338,0.188483,Negative
0.010101,0,0.333333,0.333333,0.396552,0.2,0.2,0.2,0.2,0.2,0.2,0.161952,0.083014,0.096596,0.17771,0.100067,0.27588,0.001498,0.000763,0.000733,0.003221,0.00091,0.00074,0.010102,0.083014,0.083014,0.083014,0.161952,Positive
0.20202,1,0.166667,0.666667,0.275862,0.1,0.1,0.1,0.1,0.2,0.2,0.1469,0.06771,0.095698,0.229052,0.127076,0.262075,0.001797,0.010115,0.081646,0.001507,0.000068,0.001195,0.202021,0.06771,0.06771,0.06771,0.1469,Negative
0.090909,1,0.5,0.333333,0.241379,0.2,0.2,0.2,0.2,0.2,0.2,0.227502,0.138936,0.129315,0.238142,0.16381,0.326446,0.003434,0.002375,0.008928,0.006441,0.008206,0.006829,0.090912,0.138936,0.138936,0.138936,0.227502,Negative
0.121212,1,0.333333,0.666667,0.137931,0.1,0.1,0.4,0.2,0.2,0.1,0.147501,0.067331,0.086773,0.160505,0.080648,0.261578,0.001339,0,0,0,0.001829,0,0.121214,0.067331,0.067331,0.067331,0.147501,Negative
0.040404,1,0.333333,0.333333,0.086207,0.2,0.2,0.1,0.2,0.2,0.2,0.148116,0.071151,0.094784,0.173479,0.096034,0.272264,0.004579,0.009136,0.001674,0.003221,0.002345,0.003794,0.040406,0.071151,0.071151,0.071151,0.148116,Negative
0.393939,0,0.166667,0.666667,0.12069,0,0,0,0,0,0,0.147583,0.066207,0.087933,0.173188,0.094391,0.270366,0,0.001726,0.015471,0.022333,0.02864,0.055338,0.393939,0.066207,0.066207,0.066207,0.147583,Negative
0.070707,1,0.166667,0.666667,0.034483,0.2,0.2,0.2,0.2,0.2,0.2,0.217428,0.137244,0.120767,0.186224,0.106026,0.283384,0.004051,0.001888,0.000913,0.001639,0.023459,0.00686,0.070708,0.137244,0.137244,0.137244,0.217428,Negative
0.040404,0,0.833333,0.666667,0.103448,0.2,0.2,0.2,0.2,0.2,0,0.188843,0.111644,0.10541,0.17496,0.080648,0.260979,0.007032,0.001398,0.004628,0,0,0,0.040408,0.111644,0.111644,0.111644,0.188843,Negative
0.222222,1,0.333333,0.333333,0.293103,0,0,0,0,0,0,0.157754,0.0756,0.087462,0.166107,0.084008,0.262617,0.011314,0.001208,0.007072,0.005456,0.004998,0.004181,0.222224,0.0756,0.0756,0.0756,0.157754,Negative
0.222222,1,0.333333,0.333333,0.224138,0.4,0.1,0.1,0.1,0.1,0.1,0.14702,0.068431,0.087384,0.162519,0.082497,0.262128,0.002666,0.001125,0.002826,0.003003,0.003507,0.003553,0.222224,0.068431,0.068431,0.068431,0.14702,Negative
0.232323,1,0.166667,0.666667,0.293103,0.1,0.1,0.1,0.1,0.1,0.1,0.152639,0.068211,0.091795,0.16356,0.084221,0.26169,0.002411,0.005908,0.004055,0.005802,0.002171,0.013657,0.232324,0.068211,0.068211,0.068211,0.152639,Positive
0.070707,0,0.166667,0.333333,0.551724,0.2,0.2,0.2,0.2,0.2,0.1,0.181293,0.10424,0.108582,0.175161,0.096429,0.261278,0.002071,0.001205,0.001647,0.001341,0.000914,0.00074,0.070707,0.10424,0.10424,0.10424,0.181293,Negative
0.090909,1,0.333333,0.333333,0.068966,0.2,0.2,0.2,0.2,0.2,0.2,0.164885,0.085242,0.097204,0.18363,0.109046,0.267411,0.00229,0.001187,0.006696,0.006441,0.009378,0.005691,0.090911,0.085242,0.085242,0.085242,0.164885,Negative
0.141414,1,0.333333,0.333333,0.293103,0.1,0.1,0.2,0.2,0.1,0.1,0.15146,0.06727,0.087552,0.162961,0.081377,0.261827,0.001266,0.000717,0.001123,0.080515,0.002588,0,0.141416,0.06727,0.06727,0.06727,0.15146,Negative
0.191919,0,0.333333,0.333333,0.206897,0.1,0.1,0.1,0.1,0.1,0.1,0.149486,0.071289,0.08962,0.163292,0.085656,0.266456,0.006114,0.003542,0.003736,0.00815,0.016712,0.008958,0.19192,0.071289,0.071289,0.071289,0.149486,Negative
0.090909,1,0.166667,0.666667,0.12069,0.2,0.2,0.2,0.2,0.2,0.2,0.161209,0.0799,0.092553,0.170631,0.091913,0.268522,0.001762,0.000667,0.000552,0.000805,0.001777,0,0.09091,0.0799,0.0799,0.0799,0.161209,Negative
0.080808,1,0.333333,0.333333,0.344828,0.2,0.2,0.2,0.2,0.2,0.2,0.168985,0.091332,0.10101,0.186252,0.108527,0.28292,0.002061,0.001037,0.001962,0.001855,0.002434,0.002036,0.08081,0.091332,0.091332,0.091332,0.168985,Negative
0.222222,1,0.333333,0.333333,0.413793,0.1,0.1,0.1,0.1,0.2,0.2,0.146614,0.066322,0.0873,0.160239,0.080754,0.260979,0.000122,0.001034,0.000239,0,0,0,0.222224,0.066322,0.066322,0.066322,0.146614,Negative
0,0,0.5,0.666667,0.431034,0.4,0.4,0.5,0.5,0.5,0.5,0.147448,0.067217,0.086921,0.161127,0.081689,0.261786,0,0,0,0,0,0,0.000002,0.067217,0.067217,0.067217,0.147448,Positive
0.151515,0,0.166667,0.666667,0.137931,0.3,0,0,0,0,0,0.146519,0.06622,0.086345,0.160138,0.080648,0.260979,0,0,0,0,0,0,0.151515,0.06622,0.06622,0.06622,0.146519,Positive
0.080808,1,0.5,0.333333,0.068966,0.1,0.1,0.1,0.1,0.2,0.1,0.149495,0.066386,0.087153,0.160505,0.081035,0.261578,0.000199,0.000875,0.00087,0,0.001829,0,0.080811,0.066386,0.066386,0.066386,0.149495,Positive
0.020202,0,0.166667,0.333333,0.448276,0.4,0.4,1,1,1,1,0.148643,0.068498,0.087662,0.162399,0.083028,0.262823,0,0,0,0,0,0,0.020202,0.068498,0.068498,0.068498,0.148643,Positive
0.212121,1,0.166667,0.333333,0.189655,0.3,0.4,0.4,0.4,0.4,0.4,0.325967,0.254277,0.202379,0.357589,0.297865,0.432098,0,0.009797,0.003571,0.020934,0.017584,0,0.212122,0.254277,0.254277,0.254277,0.325967,Negative
0.060606,1,0.5,0.333333,0.034483,0.4,0.1,0.1,0.1,0.1,0.1,0.146744,0.068826,0.08738,0.162225,0.081985,0.283936,0.00783,0.001119,0.002473,0.002171,0.070037,0.001897,0.060609,0.068826,0.068826,0.068826,0.146744,Negative
0.414141,0,0.333333,0.333333,0.293103,0.2,0.2,0.2,0.2,0.2,0.2,0.406146,0.34872,0.253639,0.453933,0.261199,0.403265,0.011943,0.007125,0.014845,0.011275,0.015239,0.013279,0.414142,0.34872,0.34872,0.34872,0.406146,Negative
0.010101,0,0.333333,0.666667,0.051724,0.1,0.4,0.4,0.4,0.2,0.2,0.163613,0.084001,0.097822,0.179232,0.099893,0.276313,0,0.001472,0,0.00161,0.002427,0.001897,0.010102,0.084001,0.084001,0.084001,0.163613,Negative
0.131313,1,0.333333,0.333333,0.103448,0.2,0.2,0.2,0.2,0.2,0.2,0.257831,0.18653,0.159219,0.277593,0.185206,0.342979,0.005724,0.005937,0.00558,0.008052,0.011723,0.009485,0.131315,0.18653,0.18653,0.18653,0.257831,Negative
0.20202,0,0.333333,0.333333,0.275862,0.2,0.2,0.2,0.2,0.2,0.2,0.182826,0.104295,0.11467,0.223978,0.151888,0.313909,0.003448,0.008945,0.033483,0.008089,0.005038,0.005769,0.202021,0.104295,0.104295,0.104295,0.182826,Negative
0.030303,1,0.166667,0.666667,0.086207,0.4,0.4,0.4,0.4,0.4,0.4,0.169957,0.092086,0.100912,0.187539,0.10893,0.283199,0.001717,0,0.003348,0.000322,0.002345,0.002276,0.030304,0.092086,0.092086,0.092086,0.169957,Positive
0.020202,1,0.333333,0.666667,0.258621,0.2,0.2,0.2,0.2,0.2,0.2,0.17,0.091969,0.10133,0.186375,0.108445,0.283077,0.00164,0.000879,0.001596,0.00161,0.003618,0.002276,0.020204,0.091969,0.091969,0.091969,0.17,Negative
0.010101,0,0.333333,0.666667,0.189655,0.2,0.2,0.1,0.2,0.2,0.2,0.162865,0.085171,0.095788,0.177439,0.098625,0.275196,0.00229,0.010212,0.001786,0.000585,0.000867,0.002846,0.010102,0.085171,0.085171,0.085171,0.162865,Negative
0.282828,0,0.333333,0.333333,0.293103,0,0,0,0,0,0,0.168384,0.066497,0.089727,0.165978,0.084507,0.264108,0.000333,0.003663,0.006937,0.006267,0.009547,0.008313,0.282829,0.066497,0.066497,0.066497,0.168384,Negative
0.20202,1,0.333333,0.666667,0.137931,0.1,0.2,0.2,0.2,0.2,0.2,0.238185,0.165017,0.125024,0.222602,0.107224,0.280213,0.004386,0.001993,0.002341,0.000982,0.001789,0.002146,0.202022,0.165017,0.165017,0.165017,0.238185,Negative
0.121212,1,0.333333,0.666667,0.068966,0.3,0.4,0.4,0.4,0.2,0.2,0.150406,0.070185,0.091845,0.16518,0.086067,0.264482,0,0.003562,0,0.000279,0.000764,0.000152,0.121214,0.070185,0.070185,0.070185,0.150406,Negative
0.20202,1,0.333333,0.333333,0.362069,0.1,0.1,0.1,0,0.1,0.1,0.148031,0.068999,0.086344,0.160136,0.081558,0.260853,0.003352,0,0,0.001481,0,0,0.202022,0.068999,0.068999,0.068999,0.148031,Negative
0.010101,1,0.333333,0.333333,0.155172,0.2,0.2,0.2,0.2,0.2,0.2,0.161345,0.083078,0.096696,0.178951,0.098586,0.276227,0.001478,0.001414,0.001674,0.000974,0.004689,0.003794,0.010103,0.083078,0.083078,0.083078,0.161345,Negative
0.353535,0,0.333333,0.666667,0.155172,0.2,0.2,0.2,0.1,0.1,0.1,0.396253,0.212418,0.086345,0.160155,0.080666,0.260993,0.008128,0,0.00002,0,0,0.003859,0.353536,0.212418,0.212418,0.212418,0.396253,Negative
0.10101,1,0.166667,0.333333,0.327586,0.2,0.2,0.4,0.2,0.2,0.2,0.193145,0.118417,0.115047,0.209173,0.132643,0.303676,0.005724,0,0.002232,0.004831,0.011723,0.003794,0.101011,0.118417,0.118417,0.118417,0.193145,Negative
0.292929,0,0.333333,0.333333,0.293103,0.2,0.2,0.2,0.4,0.4,0.4,0.307026,0.229155,0.18615,0.327211,0.268474,0.405889,0.009158,0.008609,0,0.024396,0.018053,0,0.29293,0.229155,0.229155,0.229155,0.307026,Negative
0.030303,0,0.166667,0.666667,0.086207,0.2,0.2,0.4,0.4,0.4,0.2,0.181669,0.077895,0.091489,0.181755,0.091742,0.271204,0.011448,0.000055,0.01674,0,0.007034,0.007588,0.030303,0.077895,0.077895,0.077895,0.181669,Negative
0.020202,1,0.333333,0.333333,0.672414,0.3,0,0,0,0,0,0.146519,0.06622,0.086345,0.160138,0.080648,0.260979,0,0,0,0,0,0,0.020204,0.06622,0.06622,0.06622,0.146519,Negative
0.171717,1,0.166667,0.666667,0.068966,0.2,0.1,0.1,0.2,0.1,0.2,0.167579,0.067403,0.088228,0.168079,0.172789,0.328823,0.001426,0.002037,0.00558,0.149638,0.011723,0.009485,0.171718,0.067403,0.067403,0.067403,0.167579,Negative
0.010101,0,0.5,0.333333,0.517241,0.4,0.2,0.2,0.2,0.2,0.2,0.159629,0.08125,0.095597,0.176329,0.098046,0.274731,0.001447,0.000759,0.000686,0.001023,0.001498,0.00126,0.010103,0.08125,0.08125,0.08125,0.159629,Negative
0.040404,1,0.333333,0.333333,0.137931,0.4,0.4,0.9,0.9,0.9,0.8,0.148776,0.06864,0.087745,0.16254,0.083177,0.262477,0,0,0,0,0,0,0.040406,0.06864,0.06864,0.06864,0.148776,Positive
0.070707,1,0.333333,0.333333,0.241379,0.3,0,0,0,0,0,0.146519,0.06622,0.086345,0.160138,0.080648,0.260979,0,0,0,0,0,0,0.070709,0.06622,0.06622,0.06622,0.146519,Negative
0.313131,0,0.166667,0.333333,0.482759,0.2,0.2,0.2,0.1,0.1,0.1,0.370648,0.30019,0.193223,0.226147,0.086455,0.411293,0.011857,0.005937,0.084751,0.032206,0.458583,0.094851,0.313131,0.30019,0.30019,0.30019,0.370648,Negative
0.272727,1,0.333333,0.333333,0.293103,0.2,0.2,0.2,0.2,0.2,0.1,0.154366,0.080234,0.095279,0.170025,0.087466,0.287548,0.011454,0.005948,0.007824,0.009662,0.086747,0.01897,0.272729,0.080234,0.080234,0.080234,0.154366,Negative
0.353535,1,0.166667,0.666667,0.103448,0.3,0,0,0,0,0,0.146519,0.06622,0.086345,0.160138,0.080648,0.260979,0,0,0,0,0,0,0.353536,0.06622,0.06622,0.06622,0.146519,Negative
0.010101,0,0.166667,0.666667,0.068966,0.4,0.4,0.6,0.6,0.5,0.4,0.149087,0.072757,0.090538,0.167097,0.08758,0.28659,0.004808,0.000594,0,0,0.063653,0.001707,0.010101,0.072757,0.072757,0.072757,0.149087,Positive
0.222222,1,0.333333,0.666667,0.155172,0.2,0.2,0.2,0.2,0.2,0.2,0.279053,0.167816,0.213263,0.273669,0.196763,0.350674,0.011448,0.077318,0.011108,0.006464,0.007753,0.007778,0.222224,0.167816,0.167816,0.167816,0.279053,Negative
0.020202,0,0.5,0.666667,0.258621,0.2,0.2,0.2,0,0,0,0.173356,0.09469,0.086345,0.160138,0.080648,0.260979,0.002024,0,0,0,0,0,0.020204,0.09469,0.09469,0.09469,0.173356,Positive
0.040404,0,0.333333,0.666667,0.12069,0.2,0.2,0.2,0.4,0.2,0.2,0.154136,0.075995,0.093323,0.171639,0.093051,0.271204,0.00229,0.001722,0,0.000805,0.002345,0.001897,0.040405,0.075995,0.075995,0.075995,0.154136,Negative
0.292929,1,0.333333,0.333333,0.362069,0.1,0.1,0.1,0.1,0.1,0.1,0.180953,0.066523,0.090823,0.180134,0.080971,0.262145,0.000365,0.004843,0.023691,0.000525,0.003559,0.089869,0.292931,0.066523,0.066523,0.066523,0.180953,Negative
0.151515,1,0.166667,0.333333,0.155172,0.1,0.1,0.1,0.2,0.1,0.1,0.147369,0.069634,0.088339,0.162688,0.086684,0.264707,0.004118,0.002157,0.003015,0.009802,0.011376,0.017879,0.151516,0.069634,0.069634,0.069634,0.147369,Positive
0.272727,1,0.166667,0.333333,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.148919,0.070444,0.0917,0.160138,0.088721,0.266356,0.005145,0.005791,0,0.013111,0.016405,0,0.272728,0.070444,0.070444,0.070444,0.148919,Negative
0.383838,1,0.166667,0.333333,0.310345,0.1,0.1,0.1,0.2,0.2,0.1,0.174681,0.119682,0.124851,0.21965,0.143781,0.278198,0.064808,0.041656,0.001411,0.000794,0.052763,0.002204,0.383839,0.119682,0.119682,0.119682,0.174681,Negative
0.232323,1,0.166667,0.333333,0.275862,0.1,0.1,0,0,0,0,0.1468,0.06622,0.086345,0.160138,0.080648,0.260979,0,0,0,0,0,0,0.232324,0.06622,0.06622,0.06622,0.1468,Negative
0.292929,0,0.166667,0.666667,0.206897,0.1,0.1,0.1,0.1,0.1,0.1,0.1505,0.06622,0.087607,0.160986,0.082036,0.260979,0,0.001365,0.001004,0.002254,0,0.000379,0.292929,0.06622,0.06622,0.06622,0.1505,Negative
0.171717,1,0.166667,0.333333,0.241379,0.1,0.1,0,0,0,0,0.14798,0.06622,0.086345,0.160138,0.080648,0.260979,0,0,0,0,0,0.00056,0.171718,0.06622,0.06622,0.06622,0.14798,Negative
0.090909,1,0.166667,0.666667,0.155172,0.1,0.1,0.1,0.1,0,0,0.1469,0.100379,0.087867,0.160138,0.080648,0.260979,0.041203,0.001646,0,0,0,0,0.09091,0.100379,0.100379,0.100379,0.1469,Negative
0.020202,0,0.5,0.333333,0.465517,0.2,0.2,0.4,0.4,0.5,0.4,0.16494,0.088864,0.099726,0.184418,0.105525,0.279835,0.003892,0.000712,0.002344,0,0,0.004173,0.020204,0.088864,0.088864,0.088864,0.16494,Negative
0.050505,1,0.5,0.666667,0.189655,0.2,0.2,0.2,0.2,0.2,0.2,0.20187,0.091777,0.1017,0.187009,0.108685,0.283381,0.001717,0.000891,0.001119,0.002415,0.003517,0.00198,0.050508,0.091777,0.091777,0.091777,0.20187,Negative
0.434343,1,0.333333,0.333333,0.206897,0.2,0.2,0.2,0.4,0.2,0.2,0.511065,0.464948,0.329794,0.566322,0.516937,0.255639,0.017175,0.017812,0,0.014493,0.001847,0,0.434345,0.464948,0.464948,0.464948,0.511065,Negative
0.494949,1,0.166667,0.333333,0.293103,0.1,0.4,0.1,0.1,0.1,0.2,0.14705,0.066505,0.08662,0.16042,0.081243,0.261325,0,0.000297,0.000335,0.000966,0.000703,0.001138,0.49495,0.066505,0.066505,0.066505,0.14705,Negative
0.141414,1,0.333333,0.333333,0.137931,0.4,0.4,0.4,0.4,0.4,0.4,0.234995,0.164599,0.143433,0.259303,0.186187,0.344826,0.007784,0.002078,0.005022,0.004831,0.010785,0.004743,0.141416,0.164599,0.164599,0.164599,0.234995,Positive
0.292929,1,0.166667,0.333333,0.448276,0.1,0.1,0.1,0.1,0.1,0.1,0.146974,0.068491,0.086426,0.160277,0.080795,0.260979,0.002738,0.000088,0.000165,0.000238,0,0.001417,0.29293,0.068491,0.068491,0.068491,0.146974,Positive
0.212121,1,0.166667,0.333333,0.344828,0.9,0.8,0.7,0.6,0.5,0.4,0.361753,0.292253,0.213967,0.374722,0.303794,0.431855,0,0,0,0,0,0.011382,0.212122,0.292253,0.292253,0.292253,0.361753,Positive
0.171717,0,0.5,0.333333,0.637931,0.4,0.4,0.4,0.4,0.4,0.4,0.178451,0.101521,0.106287,0.196694,0.119789,0.291946,0.00229,0,0.0038,0.002576,0.003751,0.003225,0.171719,0.101521,0.101521,0.101521,0.178451,Positive
0.141414,0,0.166667,0.666667,0.137931,0.1,0.1,0.2,0.2,0.2,0.2,0.148231,0.077766,0.094788,0.166573,0.090726,0.260979,0.013932,0.004869,0,0.01314,0,0,0.141414,0.077766,0.077766,0.077766,0.148231,Negative
0.111111,1,0.333333,0.333333,0.275862,0.1,0.1,0.4,0.2,0.1,0.2,0.160315,0.082502,0.095803,0.177621,0.09063,0.272962,0.008273,0.000406,0.009553,0.016211,0.023445,0.013702,0.111113,0.082502,0.082502,0.082502,0.160315,Negative
